AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,REG_FEE,COMMIS,SALES_PRICE
Chrompet,923,7,1,1,3,Normal Sale,Yes,House,ELO,No Access,RL,2,2,3,2,222768,122906,7681650
Karapakkam,502,59,1,1,2,Normal Sale,No,Commercial,NoSewage,Paved,I,2,2,4,3,182189,112529,5358500
Velachery,1511,74,2,1,4,Normal Sale,Yes,House,ELO,Gravel,RL,3,4,2,3,373319,176289,10369970
Adyar,873,11,1,1,3,AbNormal,Yes,Commercial,NoSewage,Paved,RL,4,2,2,3,453261,163678,12590580
KK Nagar,2155,151,3,2,5,Normal Sale,No,House,All Pub,Gravel,RL,3,3,3,3,426264,157045,11217480
Adyar,647,28,1,1,2,AdjLand,Yes,House,NoSewage,Paved,I,4,4,3,3,244951,28818,7204440
Chrompet,934,75,1,1,3,AbNormal,Yes,Others,NoSewage,No Access,RM,3,2,4,3,253458,28162,9387330
KK Nagar,2251,156,4,2,6,AdjLand,Yes,House,All Pub,Paved,RM,2,4,2,3,571662,233862,12992320
Karapakkam,670,19,1,1,2,AdjLand,Yes,House,ELO,No Access,C,4,3,2,3,176007,63182,4513000
Karapakkam,1343,117,2,2,4,Family,No,Commercial,ELO,No Access,A,3,4,4,4,280645,182040,7585000
Chrompet,1021,14,1,1,3,Normal Sale,Yes,Commercial,NoSewage,No Access,RL,3,4,4,3,327733,50420,12605100
Karapakkam,882,173,1,1,2,Partial,No,Commercial,NoSewage,No Access,C,5,4,3,3,272350,119834,5447000
Velachery,1573,121,2,1,4,AdjLand,No,House,NoSewage,No Access,RH,2,2,4,2,296910,152467,8024600
Anna Nagar,1979,83,2,1,5,Normal Sale,No,Commercial,NoSewage,No Access,RH,3,3,2,2,727335,161630,20203750
T Nagar,1926,100,2,1,5,Normal Sale,No,Commercial,All Pub,No Access,RM,4,2,2,2,714235,147048,21006920
Karapakkam,1347,94,2,2,4,Partial,No,House,NoSewage,No Access,RL,4,2,4,3,299578,101984,6374000
T Nagar,1760,173,1,1,4,Family,Yes,Commercial,ELO,Paved,RH,4,2,3,3,544051,233165,19430380
KK Nagar,1776,95,2,1,4,AdjLand,Yes,Commercial,NoSewage,Paved,RH,3,3,3,3,545043,317942,15140080
Chrompet,1037,127,1,1,3,Family,Yes,House,NoSewage,Paved,RM,2,4,3,3,318918,159459,9966200
Karapakkam,1365,108,2,2,4,Family,Yes,Others,All Pub,Paved,C,4,2,3,3,332385,139138,7729875
Karapakkam,1179,81,1,1,3,Normal Sale,No,Commercial,NoSewage,No Access,RM,3,3,2,2,447722,91580,10175500
Anna Nagar,1514,181,1,1,4,Partial,Yes,Others,ELO,Paved,RH,2,2,2,2,467152,215609,11978250
Chrompet,1103,26,1,1,3,Partial,Yes,Commercial,NoSewage,No Access,RM,2,2,4,3,408662,40866,13622050
Chrompet,878,165,1,1,3,Family,No,Others,NoSewage,Gravel,RM,4,2,5,3,286735,71684,8960460
Anna Nagar,1571,138,1,1,4,Normal Sale,No,Commercial,ELO,Paved,RL,3,4,3,3,508745,122801,17542930
Velachery,1502,185,2,1,4,Family,No,Others,ELO,Paved,I,4,2,4,3,247144,82381,7489210
Velachery,1737,107,2,1,4,Normal Sale,No,Others,NoSewage,No Access,A,3,4,2,3,307536,138391,7688390
Karapakkam,1252,47,1,1,3,AbNormal,Yes,Others,ELO,Gravel,RM,2,4,2,3,308481,248775,9951000
Karapakkam,1584,85,2,2,4,AdjLand,Yes,House,NoSewage,Paved,A,3,3,4,3,327684,160356,6972000
Anna Nagar,1658,17,1,1,4,Family,No,Others,ELO,Paved,RM,2,3,3,2,376415,125472,12547180
Anna Nagar,1833,78,2,1,5,Family,Yes,Commercial,ELO,Gravel,RM,4,4,3,4,745505,416606,21926630
Chrompet,1057,173,1,1,3,Family,Yes,House,NoSewage,Gravel,RM,3,4,4,3,264861,152804,10186950
Karapakkam,871,187,1,1,2,Normal Sale,No,Others,ELO,No Access,RM,4,3,3,3,311586,90879,6491375
Chrompet,844,22,1,1,3,AdjLand,No,Others,NoSewage,No Access,RL,3,3,5,3,245655,76767,7676730
Anna Nagar,1741,160,1,1,4,AdjLand,No,Commercial,NoSewage,Gravel,RM,2,2,4,3,760754,308414,20560910
KK Nagar,2497,197,4,2,6,Normal Sale,Yes,Others,All Pub,Gravel,RL,2,2,4,3,445401,301723,14367780
Karapakkam,1265,55,1,1,3,AbNormal,No,House,NoSewage,No Access,RL,3,3,3,3,242471,103916,6927750
Anna Nagar,1769,28,1,1,4,AdjLand,Yes,Others,ELO,Gravel,RM,3,3,2,3,418558,294541,15502160
T Nagar,1902,21,2,1,5,Normal Sale,Yes,Others,NoSewage,No Access,RH,4,2,3,3,427193,124024,13780420
KK Nagar,1895,63,3,2,5,AbNormal,No,Commercial,NoSewage,Gravel,RM,3,3,4,3,551971,340923,16234440
KK Nagar,1531,188,2,1,4,Partial,Yes,Commercial,All Pub,Gravel,RH,4,3,3,3,459589,292466,13926940
Velachery,1838,68,3,2,5,AdjLand,No,Others,ELO,Gravel,I,3,3,2,3,367105,67625,9660660
Adyar,1288,64,2,2,4,AbNormal,No,House,All Pub,Gravel,RL,3,2,3,3,403624,74352,10621695
Anna Nagar,1738,19,1,1,4,Partial,No,Others,All Pub,Paved,RM,3,3,3,3,432461,248993,13104880
Karapakkam,1010,197,1,1,3,Normal Sale,Yes,Commercial,NoSewage,No Access,A,4,2,4,3,271490,115383,6787250
Adyar,909,0,1,1,3,AbNormal,No,Commercial,All Pub,Paved,A,4,4,4,4,294363,137369,9812105
Velachery,1635,35,2,1,4,AdjLand,Yes,Commercial,ELO,No Access,RH,2,3,4,3,511962,138368,13836800
Karapakkam,744,59,1,1,2,AdjLand,No,Others,NoSewage,Gravel,I,2,3,2,2,235620,104720,5236000
Karapakkam,945,22,1,1,3,AdjLand,No,House,NoSewage,Paved,C,2,2,2,2,148230,98820,4941000
Chrompet,1063,109,1,1,3,AbNormal,Yes,House,ELO,Gravel,RM,2,3,3,3,271962,40291,10072650
Anna Nagar,1823,22,2,1,5,Normal Sale,No,Commercial,NoSewage,No Access,RL,3,3,4,4,573101,305654,19103360
KK Nagar,1358,128,2,1,4,AbNormal,No,Others,NoSewage,Gravel,RL,2,4,2,2,428906,111888,9324040
Velachery,1870,164,3,2,5,AdjLand,No,House,All Pub,Gravel,A,2,3,4,3,333188,76890,8543280
Chrompet,1207,56,2,1,4,AbNormal,No,Others,All Pub,Paved,RH,2,2,4,3,241092,116081,8929340
Anna Nagar,1892,123,2,1,5,Family,No,Others,All Pub,No Access,RH,4,3,4,4,484060,248571,13082710
Velachery,1857,109,3,2,5,AbNormal,No,Others,All Pub,Gravel,RH,2,4,2,3,386589,75170,10738570
Adyar,1296,39,2,2,4,AbNormal,Yes,Others,All Pub,No Access,RM,4,4,2,3,466060,151470,11651505
Chrompet,1012,63,1,1,3,AbNormal,Yes,House,NoSewage,Paved,RH,2,2,2,2,233292,116646,8331850
Chrompet,733,156,1,1,2,AdjLand,No,House,All Pub,Gravel,RH,3,4,3,3,226915,65879,7319850
Karapakkam,1224,129,1,1,3,Partial,Yes,Commercial,All Pub,Paved,RM,2,3,3,3,415557,277038,11543250
Velachery,1587,85,2,1,4,Normal Sale,No,Others,ELO,Paved,C,4,2,2,3,262786,145992,7299610
Chrompet,858,86,1,1,3,Normal Sale,No,Others,ELO,Paved,RM,3,4,3,3,241303,146505,8617960
Chrompet,830,176,1,1,3,AbNormal,Yes,Commercial,NoSewage,Paved,RM,2,2,3,2,343425,201318,11842250
Velachery,1665,91,2,1,4,Partial,No,House,NoSewage,No Access,RH,3,4,4,4,285641,82686,7516880
Adyar,1003,49,1,1,3,AdjLand,Yes,Commercial,ELO,Gravel,C,2,4,3,3,493776,148133,12344390
Chrompet,867,108,1,1,3,Normal Sale,Yes,Others,ELO,Paved,RM,2,3,4,3,293129,113469,9455790
Chrompet,1081,69,1,1,3,Family,Yes,Others,All Pub,Gravel,RL,4,3,2,3,327257,152720,10908570
Velachery,1976,147,3,2,5,AbNormal,Yes,Commercial,ELO,No Access,RH,2,2,2,2,564475,259353,15256080
Chrompet,1118,77,1,1,3,AdjLand,No,House,All Pub,Gravel,RH,4,4,3,4,234585,95572,8688350
Karapakkam,1283,46,1,1,3,Normal Sale,No,Others,NoSewage,Gravel,RL,3,2,3,2,400679,179897,8177125
Chrompet,889,119,1,1,3,Normal Sale,Yes,Commercial,NoSewage,Paved,RH,5,3,4,4,323306,184746,11546650
KK Nagar,2236,99,4,2,6,Normal Sale,Yes,Others,NoSewage,Paved,RL,4,3,2,3,547580,216485,12734420
KK Nagar,2113,158,3,2,5,Partial,No,Commercial,NoSewage,Gravel,RH,3,2,3,3,596778,258066,16129140
T Nagar,1843,168,2,1,5,AdjLand,No,Commercial,ELO,Gravel,RL,2,2,5,3,584913,271567,20889760
KK Nagar,1795,47,3,2,5,AbNormal,Yes,Others,NoSewage,Paved,RL,2,2,2,2,564044,103600,11511100
Adyar,1070,70,1,1,3,Family,No,House,NoSewage,Paved,RH,2,2,5,3,295275,101015,7770395
T Nagar,1545,58,1,1,4,Family,No,Commercial,All Pub,No Access,RL,2,3,2,2,454649,286261,16838870
Velachery,1700,113,2,1,4,Normal Sale,Yes,Commercial,ELO,No Access,RL,2,2,2,2,511071,131418,14602040
T Nagar,1511,4,1,1,4,AbNormal,No,Others,NoSewage,Gravel,RL,2,4,3,3,355688,165141,12703130
Chrompet,1104,67,1,1,3,Partial,No,Others,NoSewage,No Access,RL,3,2,3,3,231447,140522,8265980
Adyar,771,32,1,1,2,AdjLand,No,House,All Pub,No Access,RM,4,4,3,3,267474,125379,8358575
KK Nagar,1605,97,2,1,4,Normal Sale,Yes,Others,NoSewage,Paved,RL,4,3,5,4,469485,272957,10918260
Anna Nagar,1558,55,1,1,4,Family,Yes,Others,NoSewage,No Access,RH,2,3,2,2,394362,215106,11950360
KK Nagar,1550,15,2,1,4,Normal Sale,No,House,NoSewage,Paved,RL,3,2,2,2,290692,72673,9084140
Chrompet,853,50,1,1,3,Normal Sale,Yes,Commercial,NoSewage,No Access,RL,3,3,2,3,360914,67671,11278550
Adyar,948,61,1,1,3,AbNormal,Yes,House,All Pub,Gravel,A,4,2,2,3,272406,93192,7168585
Karapakkam,942,159,1,1,3,Normal Sale,Yes,House,NoSewage,Gravel,A,4,4,2,3,210230,105115,5255750
Chrompet,1102,136,1,1,3,Normal Sale,No,House,NoSewage,Paved,RL,4,4,2,3,211165,135146,8446600
Chrompet,823,197,1,1,3,Family,Yes,House,NoSewage,Paved,RH,2,2,2,2,210377,54542,7791750
T Nagar,1792,44,1,1,4,Normal Sale,Yes,Others,NoSewage,Paved,RM,3,2,2,2,584753,104956,14993670
Chrompet,871,1,1,1,3,Normal Sale,Yes,Others,ELO,Paved,RL,2,2,3,2,288503,131138,8742520
Velachery,1644,75,2,1,4,AdjLand,Yes,House,All Pub,No Access,A,3,5,4,4,314640,94392,7866010
Chrompet,1081,18,1,1,3,Family,Yes,House,NoSewage,Paved,RH,3,3,4,3,283133,70783,8847900
KK Nagar,1759,96,2,1,4,AbNormal,No,House,NoSewage,Gravel,RM,2,2,3,2,384525,114318,10392560
Anna Nagar,1611,32,1,1,4,Family,Yes,Others,NoSewage,Gravel,RM,4,2,2,3,472198,214636,14309040
Chrompet,1138,50,1,1,3,AbNormal,Yes,Others,NoSewage,Gravel,RH,2,4,2,3,321034,90291,10032310
Anna Nagar,1886,52,2,1,5,Partial,Yes,Commercial,ELO,No Access,RH,3,3,3,3,540211,140055,20007810
KK Nagar,2207,39,3,2,5,Family,No,House,NoSewage,Gravel,RH,2,3,3,3,454392,92944,10327100
KK Nagar,1678,183,2,1,4,Family,No,Commercial,All Pub,Paved,RH,3,2,4,3,648725,330982,13239280
Chrompet,886,6,1,1,3,AdjLand,Yes,Commercial,NoSewage,Gravel,RM,3,4,4,4,337764,81063,13510550
Anna Nagar,1691,108,1,1,4,AbNormal,No,Commercial,NoSewage,Paved,RH,3,4,2,3,543965,344511,18132160
Adyar,1278,28,2,2,4,Normal Sale,No,Others,All Pub,Gravel,RM,4,2,3,3,366385,118189,11818860
T Nagar,1835,86,2,1,5,Partial,Yes,Commercial,ELO,No Access,RM,4,2,3,3,839611,377825,20990270
Anna Nagar,1827,134,2,1,5,AdjLand,No,House,ELO,Gravel,RH,4,3,4,4,377713,134027,12184280
Karapakkam,922,182,1,1,3,Partial,Yes,Commercial,NoSewage,Paved,A,5,2,2,3,313044,79926,6660500
Chrompet,1207,115,2,1,4,AdjLand,No,Commercial,NoSewage,No Access,RM,2,4,4,3,383338,68453,13690650
Chrompet,870,171,1,1,3,Family,Yes,House,NoSewage,No Access,RM,3,2,3,3,245081,40847,8169350
Velachery,1651,127,2,1,4,Family,No,Others,All Pub,No Access,A,5,2,2,3,213070,63921,7102330
Adyar,846,77,1,1,3,Family,No,Commercial,NoSewage,Paved,A,3,2,3,3,303319,92681,8425520
Chrompet,1085,92,1,1,3,AbNormal,No,Commercial,NoSewage,Paved,RM,2,4,2,3,356510,50930,12732500
Chrompet,1166,28,1,1,3,AdjLand,Yes,Commercial,All Pub,Paved,RL,3,4,4,3,399993,237033,14814550
Adyar,601,176,1,1,2,Family,No,House,NoSewage,Paved,RH,3,4,3,3,236335,60599,6059870
Karapakkam,711,144,1,1,2,AbNormal,No,House,NoSewage,Paved,I,4,2,3,3,125663,92153,4188750
Chrompet,1005,120,1,1,3,AbNormal,Yes,Others,NoSewage,No Access,RH,3,2,3,2,221952,119512,8536600
Velachery,1554,121,2,1,4,AbNormal,No,House,ELO,Gravel,I,2,4,3,3,326028,175553,8359690
Karapakkam,1245,124,1,1,3,AdjLand,Yes,Commercial,NoSewage,No Access,RL,2,2,3,3,416936,274300,10972000
Velachery,1783,104,2,1,4,AdjLand,Yes,Others,All Pub,Paved,RL,4,2,2,3,424550,247654,11793060
Chrompet,909,120,1,1,3,AbNormal,No,House,NoSewage,Paved,RL,2,4,3,3,210183,40420,8083950
Chrompet,1214,185,2,1,4,Family,No,Commercial,NoSewage,Paved,RH,4,2,4,3,372367,192604,12840250
Velachery,1743,6,2,1,4,AdjLand,Yes,Others,NoSewage,Gravel,A,2,3,4,3,281771,93924,9392380
Chrompet,1035,126,1,1,3,Partial,No,Commercial,ELO,Gravel,RM,3,4,3,3,436359,211568,13223000
T Nagar,1848,15,2,1,5,AbNormal,Yes,House,All Pub,Gravel,RL,4,2,2,2,458516,85972,14328620
Velachery,1880,109,3,2,5,AbNormal,Yes,Commercial,ELO,Paved,I,4,2,4,3,561997,167080,15189120
T Nagar,1790,175,1,1,4,Family,Yes,Others,NoSewage,No Access,RM,2,3,2,2,548615,233161,13715380
Chrompet,862,145,1,1,3,AbNormal,Yes,Commercial,NoSewage,Gravel,RM,4,4,4,4,398436,185937,13281200
Chrompet,927,24,1,1,3,Normal Sale,No,Commercial,NoSewage,Paved,RL,3,2,3,2,294228,169747,11316450
Chrompet,1088,193,1,1,3,Partial,No,House,NoSewage,Paved,RH,5,3,2,3,210718,45154,7525650
Karapakkam,1362,174,2,2,4,Partial,No,House,NoSewage,No Access,RM,3,3,3,3,266895,185344,7413750
T Nagar,1754,200,1,1,4,AbNormal,Yes,Others,NoSewage,Gravel,RH,3,3,3,3,546333,238145,14008530
Chrompet,1097,110,1,1,3,Normal Sale,No,House,All Pub,Paved,RM,2,3,4,3,252446,158947,9349850
Adyar,1295,39,2,2,4,Partial,No,House,ELO,Gravel,A,4,3,4,4,301111,7528,7527770
Velachery,1607,85,2,1,4,Family,Yes,Commercial,All Pub,Paved,RL,2,3,4,3,523692,314215,14962620
Karapakkam,1606,200,2,2,4,AdjLand,Yes,House,ELO,Gravel,A,2,4,2,2,305190,175484,7629750
Karapakkam,1291,74,1,1,3,Family,Yes,House,NoSewage,No Access,RM,2,2,2,2,348150,186220,8096500
KK Nagar,1418,94,2,1,4,Partial,Yes,House,All Pub,Gravel,RH,2,4,2,3,392894,187092,9354620
KK Nagar,1317,116,1,1,3,Normal Sale,No,Commercial,NoSewage,Gravel,RH,3,2,2,3,438847,288715,11548600
Anna Nagar,1832,46,2,1,5,Normal Sale,No,Commercial,ELO,Gravel,RL,5,4,4,4,558540,248240,20686670
Adyar,993,196,1,1,3,Family,Yes,House,ELO,Gravel,A,2,2,4,3,246113,36193,7238630
Adyar,1153,122,1,1,3,Normal Sale,No,House,All Pub,Gravel,RL,2,4,3,3,353337,19630,9814930
Chrompet,724,97,1,1,2,AdjLand,Yes,House,All Pub,Paved,RH,3,2,2,2,249624,112734,8052400
KK Nagar,1582,108,2,1,4,Family,Yes,House,NoSewage,Paved,RL,3,3,3,3,365072,177603,9866820
Karapakkam,1115,157,1,1,3,AbNormal,No,Commercial,ELO,No Access,RL,4,4,3,3,384794,164912,9161750
Adyar,1112,37,1,1,3,Family,No,House,NoSewage,Paved,A,4,4,2,3,230911,91149,6076595
Karapakkam,1678,72,2,2,4,AdjLand,Yes,House,NoSewage,No Access,C,5,4,2,3,343086,56014,7001750
Karapakkam,806,54,1,1,2,Partial,Yes,Commercial,All Pub,No Access,A,4,2,2,3,164055,98433,5468500
Velachery,1503,154,2,1,4,AbNormal,No,Commercial,All Pub,No Access,RH,3,4,3,4,411038,253877,12089360
KK Nagar,2346,36,4,2,6,AbNormal,Yes,House,NoSewage,Gravel,RL,4,2,3,3,576634,115327,12814080
Karapakkam,839,175,1,1,2,Family,No,Commercial,NoSewage,Paved,C,2,2,4,3,302808,154494,6179750
Chrompet,760,92,1,1,2,AbNormal,No,House,NoSewage,Gravel,RM,4,2,4,3,247189,119333,8523750
Karapakkam,1506,81,2,2,4,Normal Sale,Yes,Commercial,NoSewage,No Access,C,2,3,4,3,298215,139167,9940500
Velachery,1640,15,2,1,4,Family,Yes,House,NoSewage,Gravel,RH,2,3,4,3,299258,139654,9975260
Karapakkam,896,72,1,1,3,Family,Yes,Others,NoSewage,Paved,RH,4,4,4,4,332856,159494,6934500
Karapakkam,1409,191,2,2,4,Family,Yes,Others,NoSewage,Paved,RH,3,2,5,3,379556,79442,8826875
KK Nagar,1633,93,2,1,4,Normal Sale,No,Others,NoSewage,Paved,RL,4,4,4,4,331562,185285,9751820
Chrompet,1139,171,1,1,3,AdjLand,Yes,Commercial,NoSewage,Paved,RL,3,3,3,3,462139,231070,14441850
Chrompet,1101,189,1,1,3,AdjLand,Yes,Commercial,NoSewage,No Access,RM,2,4,3,3,450155,231898,13641050
KK Nagar,2396,109,4,2,6,Partial,Yes,House,NoSewage,Paved,RM,3,3,4,4,496399,318205,12728180
Chrompet,1119,8,1,1,3,Family,Yes,House,NoSewage,Gravel,RM,4,4,3,4,259670,31160,10386800
Anna Nagar,1857,188,2,1,5,AdjLand,Yes,Others,All Pub,Paved,RM,3,3,3,3,535165,78701,15740140
T Nagar,1886,158,2,1,5,Normal Sale,Yes,House,All Pub,Gravel,RH,2,3,3,3,530200,125574,13952630
Velachery,1692,52,2,1,4,Normal Sale,No,House,All Pub,Gravel,RL,4,2,4,3,370480,200259,10012960
Velachery,1655,115,2,1,4,Partial,Yes,Commercial,ELO,No Access,RH,3,2,2,2,535198,233292,13723030
Karapakkam,622,185,1,1,2,Normal Sale,Yes,House,ELO,Paved,RH,2,2,2,2,199122,150850,6034000
Velachery,1647,62,2,1,4,Normal Sale,No,House,ELO,No Access,I,2,2,2,2,233471,75535,6866800
Adyar,1239,79,2,2,4,AdjLand,No,Others,ELO,No Access,RL,2,2,2,2,330302,70064,10009165
KK Nagar,1471,19,2,1,4,Normal Sale,Yes,Others,NoSewage,Gravel,RM,4,2,2,2,363228,147561,11350880
KK Nagar,1505,194,2,1,4,Family,Yes,Others,NoSewage,Paved,RL,3,4,2,3,410230,170096,10005620
Chrompet,916,173,1,1,3,Normal Sale,Yes,Others,ELO,Paved,RL,3,3,3,3,265423,44237,8847420
Adyar,693,84,1,1,2,AbNormal,No,Others,NoSewage,Gravel,C,4,4,3,3,237188,81143,6241800
Velachery,1852,38,3,2,5,Normal Sale,No,House,NoSewage,No Access,I,4,2,3,3,240380,100805,7754200
Chrompet,1191,112,1,1,3,Partial,Yes,Commercial,NoSewage,Paved,RH,4,4,4,4,453844,123776,13752850
Chrompet,1061,103,1,1,3,Normal Sale,Yes,Others,ELO,Paved,RM,4,2,2,3,292148,100741,10074070
KK Nagar,2493,169,4,2,6,Family,No,Others,NoSewage,Paved,RH,3,3,4,3,583328,170137,12152660
Chrompet,1015,132,1,1,3,AbNormal,No,House,NoSewage,Paved,RH,2,3,2,2,249761,22706,7568500
KK Nagar,1911,148,3,2,5,Family,No,House,All Pub,Paved,RM,2,2,3,3,475837,95167,10574160
Chrompet,1287,101,2,1,4,Normal Sale,No,House,NoSewage,Gravel,RL,4,2,3,3,328890,79731,9966350
Karapakkam,1576,93,2,2,4,Normal Sale,Yes,House,ELO,Paved,RM,4,2,2,3,341784,126948,9765250
Chrompet,840,56,1,1,3,Partial,No,Others,ELO,Gravel,RM,2,2,3,2,249271,137529,8595550
Velachery,1626,63,2,1,4,Partial,Yes,Others,NoSewage,No Access,RH,2,4,2,3,279030,189020,9000960
Chrompet,1262,107,2,1,4,AbNormal,No,Commercial,All Pub,Paved,RH,3,4,2,3,422870,132147,13214700
Chrompet,1261,57,2,1,4,AdjLand,Yes,House,NoSewage,Gravel,RL,2,4,2,3,286982,187642,11037750
Chrompet,1015,134,1,1,3,Family,No,Others,NoSewage,Gravel,RL,2,4,5,3,229223,137534,9168900
Chrompet,1195,192,1,1,3,AbNormal,Yes,Commercial,All Pub,Paved,RL,2,2,3,2,439231,141688,14168750
Chrompet,800,15,1,1,2,Family,Yes,Others,ELO,Paved,RH,4,2,4,3,238773,135305,7959100
Velachery,1873,184,3,2,5,AbNormal,Yes,Commercial,ELO,No Access,RL,2,2,3,2,616841,154210,15421030
KK Nagar,2207,45,3,2,5,Partial,No,House,All Pub,Gravel,RH,5,4,3,4,524246,171182,10698900
Velachery,1732,72,2,1,4,AbNormal,No,Commercial,NoSewage,Paved,RH,4,4,3,4,516352,209332,13955470
Chrompet,961,110,1,1,3,Normal Sale,Yes,Commercial,NoSewage,Paved,RL,4,5,3,4,316546,177266,12661850
Velachery,1986,101,3,2,5,Partial,No,Others,All Pub,No Access,RM,3,2,2,2,404059,103605,10360480
Anna Nagar,1823,98,2,1,5,Partial,Yes,Others,ELO,Gravel,RL,2,3,4,3,537668,101721,14531570
Chrompet,830,84,1,1,3,Partial,No,Others,NoSewage,No Access,RH,4,4,2,4,186081,64166,6416600
Chrompet,724,132,1,1,2,Normal Sale,Yes,Commercial,All Pub,Paved,RH,3,2,4,3,315882,157941,10529400
Chrompet,1007,46,1,1,3,Normal Sale,No,Others,NoSewage,No Access,RH,3,5,2,3,231154,119305,7456590
Velachery,1875,165,3,2,5,AbNormal,No,Commercial,NoSewage,No Access,RL,4,4,3,4,527187,271125,15062480
Adyar,1150,170,1,1,3,Family,No,Commercial,ELO,No Access,I,2,4,2,3,396467,104947,11660780
Velachery,1693,144,2,1,4,AdjLand,Yes,Commercial,NoSewage,No Access,A,2,3,3,3,497620,229671,12759490
Velachery,1538,157,2,1,4,Family,No,House,NoSewage,Paved,C,3,4,3,4,211773,129796,6831380
Anna Nagar,1993,60,2,1,5,AdjLand,No,Commercial,All Pub,Gravel,RM,4,2,4,4,722752,163202,23314580
Adyar,926,175,1,1,3,AbNormal,No,Commercial,NoSewage,Paved,RM,2,3,4,3,369326,160041,12310870
Anna Nagar,1994,68,2,1,5,Partial,Yes,House,NoSewage,Gravel,RM,2,2,4,3,439277,287802,15147490
Chrompet,1061,177,1,1,3,Family,No,Others,All Pub,Gravel,RL,3,2,4,3,300821,141010,9400670
Anna Nagar,1803,77,2,1,5,AdjLand,Yes,House,NoSewage,Paved,RH,2,3,2,2,423315,205244,12827720
Velachery,1664,47,2,1,4,Family,Yes,Commercial,All Pub,Paved,I,2,3,4,3,428979,128694,14299300
Adyar,978,187,1,1,3,Family,No,House,NoSewage,No Access,RH,2,4,2,2,217702,34016,6803175
T Nagar,1914,105,2,1,5,Partial,Yes,House,ELO,No Access,RM,2,3,2,2,536363,147500,13409070
Velachery,1668,167,2,1,4,Normal Sale,No,Others,NoSewage,Paved,I,3,4,4,4,316223,180699,9034940
Adyar,1205,106,2,2,4,Family,No,Commercial,NoSewage,Paved,RL,4,2,2,2,499782,114236,14279490
Karapakkam,685,73,1,1,2,Family,No,House,NoSewage,Gravel,RH,3,2,4,3,227740,51242,5693500
KK Nagar,2088,170,3,2,5,Normal Sale,No,House,All Pub,Gravel,RL,4,2,4,3,463215,121318,11028940
Chrompet,1014,54,1,1,3,AdjLand,Yes,Others,NoSewage,Paved,RM,3,4,3,3,343748,53711,10742130
Chrompet,806,137,1,1,3,Family,Yes,House,NoSewage,Gravel,RH,2,4,2,3,210030,108905,7778900
Velachery,1545,157,2,1,4,Family,Yes,Others,ELO,Gravel,I,3,3,2,3,309593,154797,9674790
Chrompet,1045,90,1,1,3,Family,No,Commercial,NoSewage,Gravel,RM,3,4,3,3,432667,108167,13520850
T Nagar,1951,122,2,1,5,Normal Sale,Yes,Others,ELO,No Access,RH,4,2,4,3,461605,149343,13576610
Karapakkam,898,196,1,1,3,AdjLand,No,Others,All Pub,No Access,I,2,2,4,3,180749,41314,5164250
KK Nagar,2339,9,4,2,6,Family,Yes,Commercial,NoSewage,Gravel,RH,4,4,4,4,753187,263616,18829680
KK Nagar,2379,68,4,2,6,Normal Sale,No,House,NoSewage,Paved,RM,4,3,2,3,499658,154656,11896620
Karapakkam,1692,94,2,2,4,Partial,Yes,House,NoSewage,Gravel,RL,3,3,3,3,338870,119601,9966750
KK Nagar,2352,145,4,2,6,Family,Yes,Others,NoSewage,Gravel,RM,2,4,4,4,691429,158453,14404780
Chrompet,1114,64,1,1,3,Family,Yes,House,NoSewage,Gravel,RL,2,4,3,3,282411,136336,9738300
Anna Nagar,1890,54,2,1,5,AbNormal,Yes,House,NoSewage,Gravel,RH,3,4,5,4,374737,214135,13383450
KK Nagar,2363,64,4,2,6,Normal Sale,No,House,All Pub,Paved,RL,3,3,3,3,390077,286822,11472860
Velachery,1527,17,2,1,4,Family,No,Commercial,All Pub,No Access,RH,4,3,5,4,437342,121484,12148390
KK Nagar,2193,35,3,2,5,AdjLand,Yes,Others,NoSewage,Paved,RM,3,4,3,3,472218,310315,13491940
Adyar,1206,142,2,2,4,Family,Yes,Others,NoSewage,No Access,I,3,3,2,2,337612,112537,9378105
Chrompet,728,149,1,1,2,Partial,Yes,House,ELO,Gravel,RH,4,4,4,4,246589,53941,7705900
Chrompet,1231,23,2,1,4,Family,Yes,House,NoSewage,No Access,RL,4,4,4,4,295745,28620,9540150
Velachery,1735,182,2,1,4,AbNormal,Yes,Commercial,NoSewage,Paved,RH,3,4,2,3,570007,195002,15000180
Karapakkam,1266,0,1,1,3,Partial,Yes,House,NoSewage,No Access,RH,3,3,3,3,333274,156435,6801500
Velachery,1977,93,3,2,5,Normal Sale,No,House,ELO,No Access,I,2,4,3,3,250536,148756,7829240
T Nagar,1915,4,2,1,5,Family,Yes,House,ELO,No Access,RM,4,2,3,3,336613,228897,13464510
Chrompet,1295,126,2,1,4,Partial,Yes,Others,NoSewage,Gravel,RM,4,2,2,3,335049,173301,11553400
Chrompet,749,55,1,1,2,AbNormal,No,Commercial,NoSewage,No Access,RL,4,3,4,4,305413,124074,9544150
T Nagar,1884,77,2,1,5,AbNormal,Yes,Commercial,ELO,No Access,RH,4,2,3,3,655925,389456,20497670
